tranDate,custName,cardNum,zipCode,tranAmount
2023-07-03 06:00:37,Cody Hendrix,180082570683375,74401,4693
2023-05-01 09:04:36,Elizabeth Holmes,2720445205013099,53060,2680
2023-07-16 05:07:01,Dr. Timothy Obrien,4332231705024,58312,3989
2023-10-02 06:42:49,Emily Randolph,4286907830474469,28814,1151
2023-10-27 09:51:15,Angela Chase,6545922625284009,64423,1349
2023-03-23 18:42:07,Mark Matthews,4554505322279498,87655,911
2023-09-04 14:00:17,Tammy Garza,38095304020916,83202,4037
2023-07-18 10:24:50,Karen Robles,4266114679860064,20741,972
2023-08-26 06:01:22,Mark Pratt,213133058959752,92194,1325
2024-02-16 19:38:37,Jeremy Stephens,30045421572230,73082,1248
2023-05-16 01:48:53,Linda French,4169997727853,40239,4574
2024-01-21 08:20:22,Sabrina Barrett,3599021535318809,71318,4942
2023-08-15 22:48:33,Steven Ramos Jr.,4470318099067,64117,3488
2023-06-17 17:55:42,Karen Warren,3588354649023814,01633,4548
2023-10-23 20:08:56,Karen Wilson,4854258394799939,54256,4817
2023-11-23 01:19:28,Elizabeth Jones,4726689579943601,16607,2436
2023-09-18 08:45:22,Caitlin Lindsey,180014658631406,72524,3510
2024-01-11 14:00:58,Elizabeth Steele,4311047533945777,80135,2224
2023-12-20 08:30:49,Mary Powell,346899190787828,92045,531
2024-02-10 23:19:24,David Mitchell,344569717572902,80504,3273
2023-12-03 21:52:42,Alexandra Byrd,572103698112,37007,4982
2023-09-16 05:34:39,Haley Foley,568331449013,26376,2345
2023-03-21 16:28:46,Michelle Cantu,3535887720483658,96318,2437
2023-04-21 04:04:25,Bonnie Harris,4478524007008596302,81676,1900
2023-09-06 08:07:32,Jason Turner,3572665652044514,85558,3592
2023-10-15 18:02:58,Cynthia Stone,180068955497549,04225,2472
2024-01-06 01:43:28,Veronica Baldwin MD,180066196065646,79800,4505
2023-12-30 10:48:41,Joseph Townsend,3509058860714607,79084,1362
2023-11-30 18:14:28,Bryan Clark,370551980218774,09635,605
2024-03-06 14:06:47,Cynthia Stein,347493707003827,74894,1857
2023-04-21 07:37:44,Rachel Mcdaniel,6011954570927931,27079,238
2023-12-09 11:14:54,Susan Thompson,3577729354063282,98316,3339
2023-04-09 18:04:51,Francisco Robertson,36414505128729,90541,4948
2023-10-21 21:59:36,Ronnie Jones,675980610645,83530,1311
2024-02-22 02:07:35,Thomas Chen,6581491380417209,88363,4591
2023-12-26 15:30:18,Linda James,2297444442940381,05281,4955
2024-01-14 00:34:13,Norma Jones,4079645602184469843,28907,2934
2023-11-16 04:08:16,Tamara Smith,2230230672702124,41427,2715
2023-04-25 14:29:30,Erik Johnson,4803981765957172,36425,4301
2023-04-29 21:39:59,Aaron Jensen,4797161214639262269,04499,2336
2023-04-02 17:29:33,Bobby Bennett,5363154060496226,93758,4993
2023-06-27 08:36:12,Jesse Salazar,3510703622223416,98285,4887
2023-10-31 19:07:39,Michael Osborne,502076427520,36547,869
2023-10-13 14:02:27,Cynthia Conrad,3522760483899490,88152,4405
2024-02-19 22:34:03,Lindsey Lara,3567201892559256,39302,658
2023-07-27 05:43:01,Laura Norris,676270016485,91688,4929
2023-12-11 12:24:34,Kimberly Frazier,4452909720712165632,38721,3899
2024-01-27 10:39:44,Paul Washington,4475911416859425,56955,479
2023-12-10 23:49:19,Joseph Lopez,4569577352167375,75048,3289
2023-05-22 12:50:33,Sally Johnson,3501325257716596,80680,2398
2023-12-06 04:22:36,Frederick Phillips,349674238067211,72712,1255
2023-10-23 02:55:20,Calvin Garcia,6011392033852620,46525,445
2024-01-31 09:55:05,Amy Evans,2707750401554151,23313,3048
2024-02-27 07:58:34,John Sullivan,4980285828009628784,63426,1196
2023-06-29 01:38:33,Garrett Henderson,6589221350839617,65638,1895
2023-04-30 00:20:57,William Bean,3521830897525469,81154,4242
2023-05-08 01:28:06,Anthony Brown,4560045605829927,86329,1449
2023-09-11 02:01:23,Jeffrey Robinson,4030222220538,68905,2972
2023-12-28 22:59:45,Timothy David,503812645508,66647,4710
2023-08-01 22:00:18,Rebecca Rodriguez,379367804159248,51075,1489
2023-12-17 12:33:49,Kim Chen,180045520643047,82829,1253
2023-06-18 22:44:14,Kelly James,374009318472072,63292,1658
2024-02-02 12:46:52,Miss Darlene Gardner,6598231739608186,05054,3524
2023-05-16 00:21:17,Megan Miller,3596001270140116,73413,4436
2023-06-21 09:33:31,Michael Huynh,213149098740374,19764,4846
2024-02-18 04:19:43,Jason Fleming,6531832949967039,05525,3438
2023-12-18 18:24:13,Joseph Jones,343510764094409,78947,113
2023-11-28 08:09:13,Katherine Gutierrez,3508334670655756,22493,2427
2024-03-14 15:10:05,Wesley Vargas,4747938625136,04131,4645
2023-08-07 01:27:07,Troy Hughes,4681250674577506,76141,183
2024-03-11 04:03:19,Angela Hunter,3582356186547341,17192,1121
2023-12-06 08:48:00,Martin Evans,3587184483692296,70584,2999
2023-11-18 08:03:35,Tonya Mcbride,180001535453674,95440,1392
2023-11-04 22:53:37,Justin Ramirez,4719152069473760,24923,1075
2024-02-26 04:02:09,Sharon Huerta,180013451336395,73300,2952
2023-10-06 00:59:02,Jamie Cowan,4162736423220792,95361,254
2024-01-13 11:28:12,Mr. Anthony Warren,3580600072717829,85160,2373
2023-11-24 09:46:01,James Garrison,30288990067261,66067,750
2023-06-14 15:29:04,Jeremy Wilkerson,4915437116044,65195,629
2023-11-15 01:26:16,David Horton,4245668554246,77800,236
2023-07-25 01:33:22,Sarah Madden,501863341605,27899,1480
2023-09-06 15:32:39,Kim Harding,348714036285994,25645,1199
2023-12-03 17:00:50,Bobby Sims,30091449103186,48474,4274
2023-11-02 23:22:53,John Fisher,4054809793911158,97957,3361
2023-06-18 09:36:56,Jeffrey Myers,4499631537193445,71843,3828
2023-06-23 04:20:53,Amanda Silva,3587280986473463,11095,550
2024-01-25 14:44:47,James Bailey,6011474470978652,57963,1313
2023-07-16 12:01:02,Toni Wright,4053934653609048,03960,1379
2023-04-11 23:56:09,James Lopez,060484672898,87314,1653
2023-12-23 22:26:32,Joseph Sims,4524607684136,68600,3624
2023-08-25 15:25:51,Mitchell Green,4114079625450,10415,4468
2023-04-09 01:13:12,Cassandra Serrano,3592299451499699,27629,1054
2023-08-25 18:42:45,Meghan Black,3554390474171302,45253,2945
2024-01-04 00:04:26,Russell Lewis,30593027071842,67632,1220
2023-10-06 21:43:09,Kimberly Powers,180004671083511,79687,2805
2023-06-15 23:10:05,Keith Smith,4049088384599756844,75576,2889
2023-07-20 01:27:52,Lisa Jackson,676319722887,91031,4766
2023-04-04 15:24:18,Donna Wolfe,3549766348354539,15320,458
2023-08-10 20:11:25,Karen Perez,4667445825204617794,85483,4341
2024-02-05 22:02:36,Mark Thomas,38743711863705,61969,3877
2023-10-08 09:02:32,William Marquez,180038799902327,13215,640
2023-06-29 07:39:43,Jeffrey Powell,6011160119886238,58019,1563
2024-02-20 12:00:09,Ashley Collier,379055485679192,41805,399
2024-03-15 04:06:18,Crystal Welch,3516209802921260,49208,3426
2023-03-24 21:23:54,Debra Thomas,6515770580920984,28034,2234
2024-02-06 07:47:27,Jonathan Cox,4246397964987,50698,124
2023-03-31 19:07:14,Bradley Williams,4102122283061886,74136,2203
2023-12-02 21:26:46,Crystal Jefferson,213112853689715,57984,2429
2023-05-28 00:17:56,Denise Harris,3526049345155267,14460,1401
2023-09-25 18:48:29,Kristen Hicks,4788835244334818,05177,1521
2024-02-28 13:22:25,Paul Jackson,3558569694473657,96712,4835
2023-08-23 18:38:33,Steven Taylor,4166320735880522,78328,997
2023-10-23 18:44:08,Valerie Smith,675965260622,03962,700
2023-12-31 06:09:17,Michael Glover,6011891447950680,45508,645
2023-12-25 22:04:53,Morgan Harris,4564924285701992,63952,4346
2023-11-14 10:22:50,Jerry Harrington,4325490115810,29242,4104
2024-01-26 21:03:19,Alice Myers,213177416296092,17899,555
2023-04-02 10:29:57,Robert Davis,3589640922727959,34390,4661
2023-05-19 03:25:48,Michael Russell,4799311669839753,74441,1554
2023-10-19 04:33:58,William Jones,2411529143365895,22127,4239
2023-11-29 17:41:34,Katherine Ramirez,4877680674840,89751,1346
2023-04-25 06:06:12,Julie Benitez,3572481294644863,50415,4128
2023-09-22 22:35:44,Christopher Vazquez,347730541571075,05341,2965
2023-07-11 02:24:31,Theodore Brown,630441963596,48688,352
2023-05-01 08:25:26,Robert Juarez,4969036351819466,63100,399
2024-01-19 08:46:06,Stephanie Jones,4040614938854110583,22717,3556
2023-05-09 17:03:57,Krystal Cummings,2242787843912730,02854,1210
2023-06-25 15:20:05,Lori Sexton,3578792836156370,26064,1625
2023-06-06 09:59:46,Kyle Clayton,30169647458139,39785,2271
2023-05-26 09:25:32,Justin Jackson,370339061944686,05265,2996
2023-08-25 19:42:31,Anne Pacheco,6573871683379950,66250,282
2024-02-18 21:26:37,Maria Gardner,4059759978812,49241,3299
2024-01-04 11:25:45,Anthony Herring,6011845002745968,69931,3042
2023-07-01 11:09:25,Nicholas Williams,6518547269023091,38985,3762
2023-08-10 10:45:52,Cheryl Barnes,4363774753105,39868,898
2023-06-12 12:29:56,Nathaniel Hardy,503824422615,33541,4344
2023-06-29 23:13:50,Sara Daniels,6561449153621773,15940,4090
2023-10-15 16:21:42,Anthony Serrano,4609661034059705,90630,774
2023-04-24 05:07:30,Michelle Ellis,4546618184846111155,06671,1374
2023-11-25 06:45:09,Lisa Nichols,3530308350431987,45443,666
2023-03-21 12:40:40,Michael Davis,060484410430,53625,4211
2023-07-16 22:14:43,Kathleen Paul,4950458927759755,25169,3556
2023-03-21 23:17:30,Heather Williams,4087534586080075,87199,3273
2023-05-18 05:16:55,Justin Lopez,3567616668274634,78244,4845
2023-07-29 21:19:28,Caitlin Webb,4484222273480277802,55247,4488
2023-10-26 01:25:53,Carlos Payne,3554144301661179,63674,3728
2023-06-09 21:49:28,Zachary Hartman,38390986337237,44201,1986
2023-05-02 19:00:46,Justin Moses,2649511575791263,41832,4754
2023-05-10 08:51:52,Brittany Hoffman,4060518720750167601,93180,3276
2023-07-11 02:39:09,Brian Haynes,4469811516129154669,03184,1929
2024-02-16 21:44:19,Meghan Rogers,372619296274472,59997,684
2023-10-07 17:20:15,Anita Warner,4430467522778470777,45183,4218
2023-09-06 14:40:51,Anthony Jones,5599749571760667,96160,1793
2023-07-19 06:11:48,Catherine Norris,2227548871879533,70199,4742
2023-05-11 19:35:42,Thomas Harvey,370094503375136,67865,863
2023-06-21 19:45:04,Luis Montes,4319289992533007,29466,3064
2023-08-15 12:51:34,Jon Roberson,213143856216263,55326,3218
2024-02-22 23:22:00,Samantha Curtis,3505703866494613,89659,4884
2023-09-23 13:45:49,Kevin Williams,3540930532854592,39196,3181
2023-07-01 19:37:56,Mark Glover,4875596264847,07891,1060
2023-04-28 15:58:34,Claire Jackson MD,347937431187470,67775,4432
2023-07-01 13:31:39,Matthew Simmons,4198518271196045,18480,3228
2024-02-27 00:50:27,Angela Neal,5422962898951090,90881,4166
2023-04-16 16:50:12,Daniel Williamson,3593296022093950,85992,179
2024-01-12 00:55:00,John Grant,581250707550,81840,764
2023-07-03 06:18:25,Chad Bean,6011815224001136,82681,598
2023-06-21 03:28:55,Rebecca Adams,676133700093,58381,1960
2023-08-23 15:24:38,Susan Armstrong,2231189351698533,57306,1995
2024-03-01 05:49:02,Elizabeth Murphy,4580312729137,07270,349
2023-08-15 02:46:52,Kerry Green,4518525839383640368,89288,4120
2023-09-25 11:05:50,Jennifer Miller,3540491601405147,72956,735
2024-01-13 10:27:53,Christopher Hoover,344832264031817,73853,3974
2024-01-12 19:31:39,Crystal Alexander,3549712416320010,75861,1008
2023-12-17 07:16:39,Joshua Mcgrath,4608950641626654,44941,2918
2024-02-05 23:56:58,Melanie Alvarado,2418513966100863,51373,798
2023-12-07 01:00:34,Jason Shepherd,3500333004825687,96889,2796
2024-03-15 10:09:30,Ryan Patel,4391743125165948,89276,4712
2023-11-24 10:45:10,Ryan Perry,180026888790828,62058,2775
2023-10-28 06:07:26,Stephanie Hill,3560704401927176,01119,1459
2023-05-29 10:16:15,Raymond Lara,4660000942553863895,26149,2443
2024-02-21 00:26:54,Mr. John Warren,3511307934615795,96309,4069
2023-04-01 01:22:58,Jason Johnston,4782691096082123200,26943,1669
2024-02-14 22:33:44,Robert Jones,6011734892025386,94783,4203
2024-03-01 06:25:21,Tina Mccann,574101298267,41822,124
2023-12-06 03:48:01,Sarah Collins,4187842547765965218,08226,3457
2023-12-29 01:15:51,Eric Harris,2666084675556877,50357,3119
2023-05-31 09:52:40,Jonathan Welch,4305169267178942,62647,3217
2024-02-27 16:32:16,Rebecca Mitchell,2264910757334286,08868,1240
2023-11-04 21:41:23,Rachel Daniel,4724891500401764,39547,4477
2023-06-02 16:32:09,Scott Smith,4214518324352207,06342,4647
2024-03-15 00:43:29,Amanda Porter,30453383715278,45491,353
2023-03-26 01:50:30,Rachel Nelson,4459156687115772,11185,1666
2023-04-04 21:10:49,Kevin Phillips,3536286515265363,16747,1944
2023-09-29 04:19:21,Andrew Bowman,180007464265120,09607,3277
2024-03-01 19:54:40,Gina Hamilton,3536570904273652,35112,2574
2023-05-04 03:09:18,Tracy Petty,6541593788328216,75927,4405
2023-10-31 15:20:33,Jessica Oliver,4862454668493339,88564,2567
2024-01-16 17:01:35,Diane Odonnell,4188909606344,72237,2683
2023-12-03 07:42:37,Dennis Gibson,4111197139594732620,54559,2707
2023-09-13 03:44:00,Valerie Kim,3587097424466101,60207,2481
2023-06-24 18:17:54,Melissa Gonzalez,30310549460498,50135,4744
2023-12-10 21:03:40,Samuel Miller,4522710827808309,12975,2667
2023-11-21 18:29:59,Amanda Morgan,378564779260743,09636,3150
2023-10-26 21:28:14,Alicia Cook,371928081506423,73773,149
2023-07-04 06:14:11,Catherine Bright,4047732204176031,57020,3907
2023-11-19 00:30:33,Karen Larsen,4325863211263463,24266,477
2023-03-17 18:39:45,Earl Hernandez,377279348531141,65433,4439
2023-06-21 04:18:19,Angela Mendoza,4973577419568151,88515,3530
2023-06-15 03:07:31,James Cook,377404032485459,96174,625
2024-01-24 21:34:37,Lisa Jones DDS,501884487064,27863,4177
2023-04-29 05:27:03,Douglas Cortez,3564325627751731,20315,3189
2023-12-09 21:31:39,Patricia Roman,4637015704655233,94712,4394
2023-10-26 13:20:10,Jennifer Burke,503881907920,67754,3798
2023-04-24 21:38:08,Jennifer Butler,371635847747353,14649,468
2023-11-26 02:58:41,Zachary Palmer,4178542444104,42335,483
2023-08-08 03:06:29,Stephanie Baker,3532896628338164,63964,1964
2023-06-02 17:26:22,Marc Gray,4132960635100462,93597,2411
2023-09-26 19:34:44,Steve Malone,180095668230305,40331,2075
2023-07-06 05:19:41,Susan Morgan,30232713242256,35095,485
2024-01-17 23:13:00,Nichole Lopez,4629730293737,73354,1943
2023-05-09 20:28:10,Aaron Zimmerman,373771145479320,37307,3146
2023-05-12 17:02:26,Kristen Sanchez,3538511510861116,40818,1675
2023-05-12 19:38:13,Joseph Hensley,4462577394409926647,87547,621
2023-04-14 21:22:34,Justin Wu,3585128628964526,84927,3652
2024-01-14 12:47:41,Gregory Weeks,3552976636792928,97051,352
2023-05-25 22:44:14,Benjamin Burgess,374470018717671,08237,3299
2024-03-03 21:27:12,Aaron Ruiz,6011174447664233,62523,2351
2023-04-06 13:17:14,Diane Fox,3516688556293531,77308,900
2023-03-29 08:27:37,Caitlin Turner,4083388175400,84377,1293
2023-10-07 04:22:18,Melanie Cohen,4149946777126,01782,460
2024-02-15 17:37:43,Kimberly Martin,4227708503342,84825,4333
2024-02-10 01:14:30,David Jones,5105324382081682,79958,4147
2023-04-10 04:38:56,James Richardson,4978322652374669,72074,860
2023-09-29 10:47:16,Cynthia Gibbs,4148610813654,50683,367
2023-04-28 16:01:43,Andrew Young,2259569226710992,94910,838
2023-10-13 02:38:10,Phillip Lewis DVM,2706242764547064,13762,2642
2023-12-22 07:00:08,Mark Hardy,2238737916708263,31298,245
2024-03-13 05:47:45,Eric Wilson,4889972712444,30539,1287
2023-09-25 01:49:52,Danny Guzman,4007862463533537542,51297,4089
2023-09-22 17:36:34,Jacqueline Booker,3560380475288074,51531,211
2023-11-30 04:42:07,Christopher Rogers,4280812307388000,11842,2948
2023-05-07 06:38:43,Brianna Camacho,6565171879684713,47980,4370
2024-02-29 17:25:20,Joshua Estrada,4132238689014076740,21169,1334
2023-10-19 23:06:07,Jason Frost,213159796079421,54383,1177
2024-02-12 15:21:21,Mike Chen,213173011420674,83340,1281
2023-05-11 10:59:30,Brenda Camacho,3590755601182776,08813,3956
2023-06-25 06:23:22,Christopher Murphy,3549374392220902,60206,4016
2023-10-30 06:57:47,Erica Martinez,4551648874661171144,78361,470
2023-12-14 04:03:32,Kayla Perez,213164120894099,13518,2449
2023-09-26 16:19:58,Patrick Harris,060487978342,92518,2839
2023-11-21 04:38:07,Joseph Knapp,4173329941802,95831,3758
2024-01-07 19:48:27,Mark Spencer,4221257712014944,52884,269
2023-03-31 10:12:03,Harry Blankenship,3517743710603460,95840,4714
2024-02-13 02:33:12,Michael Anderson,372844499742972,97845,3693
2024-02-24 17:04:22,Erik Barnett,30242361868377,74826,2685
2023-06-13 09:11:21,Edward Torres,213136198510120,52826,3895
2024-01-24 09:31:05,Michael Brown,180043409779768,09782,731
2023-07-12 16:46:17,Justin Williams,180078136963012,35011,784
2023-04-11 20:42:54,Autumn Olson,30246663989807,47246,2227
2023-05-12 19:13:26,Brittney Sanders,4160398327418394,51990,2704
2023-10-13 23:42:55,Lawrence Scott,38681541993799,23131,519
2023-07-13 18:47:30,Dr. Zachary Garcia,4210449022997297,89749,4461
2023-07-27 09:28:59,Nicole Gonzalez,343245451877903,68065,2160
2024-02-16 13:07:15,Abigail Moran,4790638938151,57504,945
2023-06-09 01:39:28,Taylor Bryant,676349562113,19269,457
2023-11-22 06:08:22,Regina White,675943425875,96719,695
2023-09-03 00:04:10,Nathan Jackson,4470358092345334,06520,4541
2023-07-13 13:58:11,Joseph Stuart,180078568974909,16545,2539
2024-01-17 14:59:26,Brian Smith,675911976990,23907,1481
2023-07-11 11:56:30,Brian Ritter,30530190635748,76825,3546
2023-09-26 19:19:10,Nicole Carney,4766376558196200,55162,1071
2023-12-03 17:54:48,Ricky Nichols,2271555426330859,91248,4358
2023-10-26 08:10:30,Wendy Wilkerson,4661612567693384086,71335,1795
2024-02-02 21:18:15,Justin Robinson,30563173012833,07263,193
2023-12-30 14:36:45,Christopher Smith,675990162611,89657,3131
2023-08-14 00:56:17,Brett Miles,6574936336510027,71170,202
2023-12-19 10:36:31,Timothy Harrington,213178952551304,99317,2533
2023-06-11 04:39:44,Danielle Miller,6504665469595811,28272,2543
2024-03-04 23:00:15,Brian Ramos,4036999191363459,54556,2015
2023-05-20 06:15:49,Christopher Rice MD,30529705605675,38526,3822
2023-10-08 01:06:08,Mark Weaver,3573237988485636,96800,4967
2024-03-16 07:36:28,Lauren Wiggins,3591783119374502,98255,2010
2024-03-07 23:34:40,Nicole Li,4169132502951898175,39140,4127
2023-03-28 03:22:14,Marcus Lam,4608772983997554,50366,4230
2023-08-14 00:34:30,Anne Coleman,3514499265882594,86045,807
2023-08-11 03:50:01,Wendy Bradley,3540067193133113,54868,756
2023-12-26 18:01:24,Gary Day,4926932575068553,46904,4032
2023-04-27 12:05:45,Norman Williams,4751659286524,47445,3246
2023-11-07 08:08:17,Meghan Fletcher,3536070117463182,80681,1162
2023-08-19 22:19:16,Collin Walter,3504463364939293,55459,3080
2024-03-11 15:03:39,Gregory Wright,213166129129054,06832,763
2023-12-13 04:46:00,Melissa Bell,4540411064252685,43142,354
2024-02-11 00:04:19,Melanie Villegas,3551862520549288,55921,4471
2023-12-04 08:45:30,Kristen Smith,4306665976606053407,49023,3130
2023-12-31 05:30:19,Scott Jackson,577740530701,42151,2436
2023-04-18 17:17:01,Russell Fuentes,574160447334,90888,1286
2023-08-20 15:01:35,James Thompson,4685533377540378017,92123,108
2023-10-09 23:49:27,Erin Jones,4028734570128217694,66039,3876
2023-03-19 08:41:27,Wanda Smith,3532166220724272,92349,4663
2024-02-01 11:38:56,Sarah Moran,4981517280273663,95349,2751
2023-10-23 11:55:37,Erin Levine,341017739636407,73744,775
2024-03-10 17:09:21,Jonathan Salinas PhD,6528835922945166,80989,3116
2023-08-05 17:28:38,Penny Crawford,4534791916376,03868,2029
2024-02-24 01:39:13,Ashley Henderson,30246407085391,90173,3334
2023-06-27 10:50:30,Michelle Murray,4086414424192054,37273,1001
2024-02-19 02:28:33,Amber Oliver,346282130350231,65518,1054
2023-05-03 01:35:23,Theresa Lee,4076254428838,46787,3673
2024-02-04 20:31:12,Shawn Ellis,213142037226514,81539,1068
2024-02-22 21:43:42,Tammy Davis,2278733122786228,13751,3479
2023-06-13 22:29:15,Dr. Cameron Jensen,4138830448847217,25151,3660
2023-12-31 22:21:29,Wesley Knight,377992697406547,11286,2074
2024-01-23 23:58:02,David Garcia,3570554493742167,17334,4821
2023-04-11 02:50:16,Olivia Alexander MD,38695039843308,69787,1801
2023-03-20 21:54:14,Andrew Downs,3588433952450903,09262,921
2023-07-23 08:00:39,Thomas Ross,30080803731518,44062,1144
2023-09-03 13:41:18,Amy Robinson,6544728427030313,79511,4198
2023-08-27 09:53:02,Mary Hodges,345121517467856,15267,2253
2023-12-22 23:36:20,Bryan Cortez,584767849394,37877,2764
2024-03-08 20:43:55,Brian Gentry,30296664598081,46755,4222
2023-10-20 20:35:51,Laura Hamilton,180033430437973,25002,4643
2023-10-13 14:09:23,Paula Herrera,4975658908515336053,60867,4244
2024-02-12 08:14:30,Tiffany Lewis,5596173854908054,16424,3221
2023-09-23 09:12:57,Crystal Dickson,4563664767402641,04848,1360
2023-05-26 10:22:17,Kelsey Kennedy,4832305748844023,79772,4028
2024-02-14 19:04:51,Jennifer Ware,4148240200611,43960,4242
2024-02-09 16:13:41,Wendy Gonzalez,346250270230711,88505,4905
2023-12-28 05:13:24,Gabrielle Bennett,30298729261010,10390,3984
2024-01-20 05:41:01,Samantha Hill,3504986371810545,04831,4399
2023-09-23 08:33:32,Robert Andrews,2500637046831228,54479,3386
2024-02-01 11:14:46,Susan Gonzalez,4447711993917032760,98748,4911
2023-07-26 19:34:53,Mackenzie Taylor,4710078188420730,54921,887
2023-04-02 04:06:46,Jennifer Cannon,3598990595680855,76688,3061
2024-01-07 18:34:46,Daniel Hill,4892047337388262,29558,2766
2023-06-23 04:06:56,Michelle Mcknight,376993286956869,25968,734
2024-03-11 22:10:05,Erica Yoder,3512115483420809,35747,2911
2024-02-05 01:27:30,Larry Cardenas,3560324774159313,58788,4038
2023-08-01 02:17:18,Karen Johnson,2262608887952520,41553,383
2023-10-18 08:37:53,Sandra Huerta,3516834458623769,32119,3459
2023-05-12 03:58:43,Heather Ho,4406485791618395,00632,3122
2023-12-15 16:44:50,Lynn Guerrero,560934346381,95351,4762
2024-03-11 01:11:35,Connie Salazar,38428017657718,18008,825
2023-03-23 22:26:40,Dillon Morris,4180575865992379,92861,3299
2023-05-18 07:17:15,Andrew Jones,502064516466,17938,3189
2023-11-28 16:04:13,Christopher Holmes,3516688562617509,59469,1291
2023-08-23 21:52:08,Jessica Rogers,4379210618991,66060,832
2023-09-11 04:53:15,Glenda Black,4987720320330857,09916,804
2023-06-19 01:25:12,Ashley Green,4727059811952555,70242,2849
2023-03-21 04:11:19,Andrew Collins,6563120621552753,61319,581
2023-04-26 20:22:22,Christopher Kennedy,6011725304917095,87200,1057
2023-10-11 14:24:48,Lindsay Owen,4223613996986,71368,3865
2023-11-11 23:39:19,Michelle Zuniga,502036446107,42317,1612
2023-07-22 06:23:00,Lauren Thomas,3597703846433227,60608,2958
2024-01-07 13:22:24,Nicole Weeks,30199704944077,11066,2620
2023-05-12 08:01:48,Albert Duarte,6011190137861913,81739,953
2023-11-27 13:06:55,Adam Walker,5139672104993406,68955,2776
2023-12-01 18:56:07,Edward Bond,4402391714932641886,56192,527
2024-01-18 22:51:26,Michelle Lopez,6011136142280763,01621,185
2023-05-18 23:20:48,Bryce Little,5495630279736933,23386,3479
2024-01-14 23:27:19,Timothy Smith,4686280001621177,35886,3168
2024-01-15 07:54:35,Rodney Ross,6011039015840400,13145,604
2023-04-30 15:02:01,Anthony Hernandez,6513849188450230,51718,943
2023-08-04 15:44:57,Miguel Garrett,180028951983298,56923,1533
2024-03-07 20:53:56,Kimberly Murphy,180016425005954,21369,3836
2023-05-11 09:43:48,Jason Kennedy,060497038228,78159,4143
2023-04-24 22:19:02,Rita Thomas,4659367699450816231,96370,2332
2024-01-14 04:10:09,Danielle Schwartz,4865208256539,54903,1817
